     ms    dt_ms    fps   upd_ms   netlag    nobj   drw_o   drw_g      drw_t
 3078094  0.11747  08103  0.00426  0.00000  000062  000062  000062  000000440
 3079094  0.13319  07716  0.00524  0.00000  000062  000062  000062  000000440
 3080094  0.12467  07575  0.00475  0.00000  000062  000062  000062  000000440
 3081094  0.12544  07797  0.00845  0.00000  000062  000062  000062  000000440
 3082094  0.18061  07631  0.00845  0.00000  000062  000062  000062  000000440
 3083094  0.10790  08358  0.00482  0.00000  000062  000062  000062  000000440
 3084094  0.10169  07321  0.00531  0.00000  000062  000062  000062  000000440
 3085094  0.13451  07802  0.01013  0.00000  000062  000062  000062  000000440
 3086094  0.11461  07747  0.00566  0.00000  000062  000062  000062  000000454
 3087094  0.11726  07955  0.00566  0.00000  000061  000061  000061  000000434
 3088094  0.12111  07905  0.00531  0.00000  000061  000061  000061  000000434
 3089094  0.11978  08302  0.00566  0.00000  000061  000061  000061  000000434
 3090094  0.16147  07770  0.00894  0.00000  000061  000061  000061  000000434
 3091094  0.13151  07652  0.00489  0.00000  000061  000061  000061  000000434
 3092094  0.17823  07564  0.00726  0.00000  000061  000061  000061  000000434
 3093094  0.15791  07148  0.01006  0.00000  000061  000061  000061  000000434
 3094094  0.15896  07420  0.00629  0.00000  000061  000061  000061  000000434
 3095094  0.12125  07224  0.00719  0.00000  000061  000061  000061  000000434
 3096094  0.11517  07570  0.00384  0.00000  000061  000061  000061  000000434
 3097094  0.11286  08421  0.00482  0.00000  000061  000061  000061  000000434
 3098094  0.12208  08682  0.00468  0.00000  000061  000061  000061  000000434
 3099094  0.11251  08466  0.00524  0.00000  000061  000061  000061  000000434
 3100094  0.10721  08394  0.00524  0.00000  000061  000061  000061  000000434
 3101094  0.11901  07867  0.00754  0.00000  000061  000061  000061  000000434
 3102094  0.13151  07008  0.00678  0.00000  000061  000061  000061  000000434
 3103094  0.12089  07069  0.00754  0.00000  000061  000061  000061  000000434
 3104094  0.12718  07922  0.00678  0.00000  000061  000061  000061  000000434
 3105094  0.11258  07882  0.00775  0.00000  000061  000061  000061  000000434
 3106094  0.13025  07906  0.00712  0.00000  000061  000061  000061  000000434
 3107094  0.12159  07508  0.00475  0.00000  000061  000061  000061  000000434
 3108094  0.15156  07309  0.00894  0.00000  000061  000061  000061  000000434
 3109094  0.15281  07439  0.00712  0.00000  000061  000061  000061  000000434
 3110094  0.12865  07148  0.00754  0.00000  000061  000061  000061  000000434
 3111094  0.13563  06995  0.00754  0.00000  000061  000061  000061  000000434
 3112094  0.12571  07091  0.00663  0.00000  000061  000061  000061  000000434
 3113094  0.13738  07633  0.00475  0.00000  000061  000061  000061  000000434
 3114094  0.10532  08750  0.00517  0.00000  000061  000061  000061  000000434
 3115094  0.11538  08141  0.00468  0.00000  000061  000061  000061  000000434
 3116094  0.11873  08386  0.00531  0.00000  000061  000061  000061  000000434
 3117094  0.16790  08513  0.00629  0.00000  000061  000061  000061  000000434
 3118094  0.11873  07956  0.00482  0.00000  000061  000061  000061  000000434
 3119094  0.14799  07605  0.00698  0.00000  000061  000061  000061  000000434
 3120094  0.10805  07502  0.00517  0.00000  000061  000061  000061  000000434
 3121094  0.10686  08192  0.00531  0.00000  000061  000061  000061  000000434
 3122094  0.12690  08405  0.00663  0.00000  000061  000061  000061  000000434
 3123094  0.12306  07891  0.00475  0.00000  000061  000061  000061  000000434
 3124094  0.10916  08024  0.00475  0.00000  000061  000061  000061  000000434
 3125094  0.11049  07741  0.00531  0.00000  000061  000061  000061  000000434
 3126094  0.11643  07774  0.00712  0.00000  000061  000061  000061  000000434
 3127094  0.16036  07318  0.01068  0.00000  000061  000061  000061  000000434
 3128094  0.10336  07929  0.00426  0.00000  000061  000061  000061  000000434
 3129094  0.11768  08876  0.00531  0.00000  000061  000061  000061  000000434
 3130094  0.11685  08269  0.00510  0.00000  000061  000061  000061  000000434
 3131094  0.10986  08925  0.00482  0.00000  000061  000061  000061  000000434
 3132094  0.11817  07672  0.00622  0.00000  000061  000061  000061  000000434
 3133094  0.13172  06972  0.00726  0.00000  000061  000061  000061  000000434
 3134094  0.12453  07582  0.00629  0.00000  000061  000061  000061  000000434
 3135094  0.10721  08549  0.00517  0.00000  000061  000061  000061  000000434
 3136094  0.11468  08442  0.00475  0.00000  000061  000061  000061  000000434
 3137094  0.14443  07616  0.00768  0.00000  000061  000061  000061  000000434
 3138094  0.12243  07447  0.00482  0.00000  000061  000061  000061  000000434
 3139094  0.11964  07899  0.00670  0.00000  000061  000061  000061  000000434
 3140094  0.13731  07501  0.00384  0.00000  000061  000061  000061  000000434
 3141094  0.10686  07866  0.00531  0.00000  000061  000061  000061  000000434
 3142094  0.10623  08700  0.00426  0.00000  000061  000061  000061  000000434
 3143094  0.11300  08351  0.00475  0.00000  000061  000061  000061  000000434
 3144095  0.10930  08494  0.00482  0.00000  000061  000061  000061  000000434
 3145094  0.11237  07405  0.00517  0.00000  000061  000061  000061  000000434
 3146094  0.11489  08669  0.00615  0.00000  000061  000061  000061  000000434
 3147094  0.14555  07715  0.00489  0.00000  000061  000061  000061  000000434
 3148094  0.11866  07769  0.00615  0.00000  000061  000061  000061  000000434
 3149094  0.11405  08768  0.00342  0.00000  000061  000061  000061  000000434
 3150094  0.13738  08529  0.00517  0.00000  000061  000061  000061  000000434
 3151094  0.11405  08435  0.00524  0.00000  000061  000061  000061  000000434
 3152094  0.12327  08443  0.00524  0.00000  000061  000061  000061  000000434
 3153094  0.11084  08104  0.00524  0.00000  000061  000061  000061  000000434
 3154094  0.11231  08152  0.00531  0.00000  000061  000061  000061  000000434
 3155094  0.10602  08435  0.00531  0.00000  000061  000061  000061  000000434
 3156094  0.10825  07991  0.00433  0.00000  000061  000061  000061  000000434
 3157094  0.11342  08077  0.00615  0.00000  000061  000061  000061  000000434
 3158094  0.15093  07128  0.00971  0.00000  000061  000061  000061  000000434
 3159094  0.14024  07040  0.00810  0.00000  000061  000061  000061  000000434
 3160094  0.11698  07754  0.00531  0.00000  000061  000061  000061  000000434
 3161094  0.13312  08311  0.00768  0.00000  000061  000061  000061  000000434
 3162094  0.12460  07451  0.00433  0.00000  000061  000061  000061  000000434
 3163094  0.13179  07868  0.00768  0.00000  000061  000061  000061  000000434
 3164094  0.12390  07504  0.00671  0.00000  000061  000061  000061  000000434
 3165094  0.11293  07366  0.00754  0.00000  000061  000061  000061  000000434
 3166094  0.13961  07152  0.00754  0.00000  000061  000061  000061  000000434
 3167094  0.10777  08049  0.00440  0.00000  000061  000061  000061  000000434
 3168094  0.13912  07871  0.00433  0.00000  000061  000061  000061  000000434
 3169094  0.12781  07524  0.00622  0.00000  000061  000061  000061  000000434
 3170094  0.11307  08028  0.00426  0.00000  000061  000061  000061  000000434
 3171094  0.10909  08136  0.00531  0.00000  000061  000061  000061  000000434
 3172094  0.11831  08133  0.00629  0.00000  000061  000061  000061  000000434
 3173094  0.10595  08376  0.00482  0.00000  000061  000061  000061  000000434
 3174094  0.10623  08286  0.00433  0.00000  000061  000061  000061  000000434
 3175094  0.12634  08595  0.00531  0.00000  000061  000061  000061  000000434
 3176094  0.10805  08310  0.00475  0.00000  000061  000061  000061  000000434
 3177094  0.10567  08358  0.00377  0.00000  000061  000061  000061  000000434
 3178094  0.18236  08259  0.00810  0.00000  000061  000061  000061  000000434
 3179094  0.11691  08317  0.00524  0.00000  000061  000061  000061  000000434
 3180094  0.10902  08302  0.00482  0.00000  000061  000061  000061  000000434
 3181094  0.12544  08210  0.00475  0.00000  000061  000061  000061  000000434
 3182094  0.10476  08260  0.00524  0.00000  000061  000061  000061  000000434
 3183094  0.11580  07970  0.00615  0.00000  000061  000061  000061  000000434
 3184094  0.12404  08318  0.00608  0.00000  000061  000061  000061  000000434
 3185094  0.13689  08039  0.00517  0.00000  000061  000061  000061  000000434
 3186094  0.11272  08026  0.00482  0.00000  000061  000061  000061  000000434
 3187094  0.11028  08236  0.00538  0.00000  000061  000061  000061  000000434
 3188094  0.11817  08155  0.00517  0.00000  000061  000061  000061  000000434
 3189094  0.11161  08123  0.00426  0.00000  000061  000061  000061  000000434
 3190094  0.11098  08172  0.00566  0.00000  000061  000061  000061  000000434
 3191094  0.10860  08326  0.00482  0.00000  000061  000061  000061  000000434
 3192094  0.12250  08345  0.00524  0.00000  000061  000061  000061  000000434
 3193094  0.12271  08210  0.00440  0.00000  000061  000061  000061  000000434
 3194094  0.11475  08168  0.00475  0.00000  000061  000061  000061  000000434
 3195094  0.13221  07687  0.00629  0.00000  000061  000061  000061  000000434
 3196094  0.15142  07564  0.00663  0.00000  000061  000061  000061  000000434
 3197094  0.11978  07399  0.00719  0.00000  000061  000061  000061  000000434
 3198094  0.14674  07912  0.00803  0.00000  000061  000061  000061  000000434
 3199094  0.10867  08350  0.00524  0.00000  000061  000061  000061  000000434
 3200094  0.11643  08041  0.00426  0.00000  000061  000061  000061  000000434
 3201094  0.11803  08230  0.00657  0.00000  000061  000061  000061  000000434
 3202094  0.15086  07506  0.00838  0.00000  000061  000061  000061  000000434
 3203094  0.10665  07925  0.00384  0.00000  000061  000061  000061  000000434
 3204094  0.10651  08211  0.00384  0.00000  000061  000061  000061  000000434
 3205094  0.12725  08237  0.00615  0.00000  000061  000061  000061  000000434
 3206094  0.10483  07902  0.00475  0.00000  000061  000061  000061  000000434
 3207094  0.10923  08153  0.00482  0.00000  000061  000061  000061  000000434
 3208094  0.11063  08407  0.00419  0.00000  000061  000061  000061  000000434
 3209094  0.12543  08334  0.00468  0.00000  000061  000061  000061  000000434
 3210094  0.14450  07886  0.00845  0.00000  000061  000061  000061  000000434
 3211094  0.10658  07973  0.00475  0.00000  000061  000061  000061  000000434
 3212094  0.10944  07660  0.00482  0.00000  000061  000061  000061  000000434
 3213094  0.15449  07335  0.00761  0.00000  000061  000061  000061  000000434
 3214094  0.11601  07614  0.00524  0.00000  000061  000061  000061  000000434
 3215094  0.11915  07855  0.00475  0.00000  000061  000061  000061  000000434
 3216094  0.11496  07731  0.00482  0.00000  000061  000061  000061  000000434
 3217095  0.16545  07891  0.00768  0.00000  000061  000061  000061  000000434
 3218094  0.13172  07434  0.00489  0.00000  000061  000061  000061  000000434
 3219094  0.12557  08121  0.00566  0.00000  000061  000061  000061  000000434
 3220094  0.10742  08323  0.00440  0.00000  000061  000061  000061  000000434
 3221094  0.11189  08079  0.00468  0.00000  000061  000061  000061  000000434
 3222094  0.11922  07503  0.00524  0.00000  000061  000061  000061  000000434
 3223094  0.13004  07058  0.00615  0.00000  000061  000061  000061  000000434
 3224094  0.11915  08573  0.00468  0.00000  000061  000061  000061  000000434
 3225094  0.11629  08557  0.00468  0.00000  000061  000061  000061  000000434
 3226094  0.11775  08390  0.00468  0.00000  000061  000061  000061  000000434
 3227094  0.12027  08392  0.00566  0.00000  000061  000061  000061  000000434
 3228094  0.11817  08115  0.00426  0.00000  000061  000061  000061  000000434
 3229094  0.12516  08013  0.00712  0.00000  000061  000061  000061  000000434
 3230094  0.11335  08160  0.00517  0.00000  000061  000061  000061  000000434
 3231094  0.13444  07996  0.00761  0.00000  000061  000061  000061  000000434
 3232094  0.12739  07763  0.00712  0.00000  000061  000061  000061  000000434
 3233094  0.12020  07653  0.00719  0.00000  000061  000061  000061  000000434
 3234094  0.20764  07706  0.00775  0.00000  000061  000061  000061  000000434
 3235094  0.15442  07779  0.00817  0.00000  000061  000061  000061  000000434
 3236094  0.10714  08469  0.00440  0.00000  000061  000061  000061  000000434
 3237094  0.11049  08137  0.00426  0.00000  000061  000061  000061  000000434
 3238094  0.10392  08576  0.00426  0.00000  000061  000061  000061  000000434
 3239094  0.14415  08105  0.00580  0.00000  000061  000061  000061  000000434
 3240094  0.20498  08414  0.00775  0.00000  000061  000061  000061  000000434
 3241094  0.11691  08086  0.00426  0.00000  000061  000061  000061  000000434
 3242094  0.12474  07825  0.00475  0.00000  000061  000061  000061  000000434
 3243094  0.11070  07886  0.00517  0.00000  000061  000061  000061  000000434
 3244094  0.12041  08246  0.00524  0.00000  000061  000061  000061  000000434
 3245095  0.20275  08476  0.00957  0.00000  000061  000061  000061  000000434
 3246094  0.13046  08025  0.00524  0.00000  000061  000061  000061  000000434
 3247094  0.11580  08142  0.00482  0.00000  000061  000061  000061  000000434
 3248094  0.12348  07739  0.00482  0.00000  000061  000061  000061  000000434
 3249094  0.16266  07101  0.00726  0.00000  000061  000061  000061  000000434
 3250094  0.10735  07036  0.00433  0.00000  000061  000061  000061  000000434
 3251094  0.13116  08511  0.00440  0.00000  000061  000061  000061  000000434
 3252094  0.12474  07796  0.00468  0.00000  000061  000061  000061  000000434
 3253094  0.11845  07389  0.00475  0.00000  000061  000061  000061  000000434
 3254094  0.12544  07653  0.00531  0.00000  000061  000061  000061  000000434
 3255094  0.10623  08565  0.00482  0.00000  000061  000061  000061  000000434
 3256094  0.13843  08133  0.00817  0.00000  000061  000061  000061  000000434
 3257094  0.13570  07656  0.00468  0.00000  000061  000061  000061  000000434
 3258094  0.13933  07897  0.00677  0.00000  000061  000061  000061  000000434
 3259094  0.11726  07995  0.00468  0.00000  000061  000061  000061  000000434
 3260094  0.11454  08185  0.00426  0.00000  000061  000061  000061  000000434
 3261094  0.10315  08218  0.00433  0.00000  000061  000061  000061  000000434
 3262094  0.10714  08289  0.00475  0.00000  000061  000061  000061  000000434
 3263094  0.11817  07883  0.00566  0.00000  000061  000061  000061  000000434
 3264094  0.13025  08093  0.00705  0.00000  000061  000061  000061  000000434
 3265094  0.11685  07321  0.00712  0.00000  000061  000061  000061  000000434
 3266095  0.11587  07823  0.00524  0.00000  000061  000061  000061  000000434
 3267094  0.12355  08530  0.00608  0.00000  000061  000061  000061  000000434
